10.21604659,2.394927204,0.508448083,0.729329056
9.552738831,2.265098259,0.478543768,0.771194968
19.79734125,2.694161021,-0.420856562,0.483370948
9.186939086,2.056923276,0.284171034,0.634717272
14.14759767,2.558089611,0.219114131,0.494923447
12.91770318,2.442764311,0.18670283,0.655763179
16.16680329,2.943831245,0.052781005,0.501216316
8.880634868,1.917185862,0.506244898,0.719092707
13.17722027,2.82634612,0.099002118,0.540005131
8.638724695,2.09899184,0.534651145,0.745868313
9.536194396,2.237253354,0.177926339,0.534142424
15.88350289,2.513152347,0.297715038,0.551432665
12.91864902,2.445816971,0.406683388,0.672203717
7.884162333,2.122505536,0.596286765,0.77282934
9.561507065,2.362153222,-0.020253088,0.606916293
16.036275,2.672301371,0.146770825,0.54970164
9.647921956,2.2772892,0.147023999,0.558772518
19.49152748,2.955993929,0.298632861,0.570397938
7.695877587,2.034894413,0.530307947,0.729291804
19.89902931,2.673800188,-1.649252812,0.410501072
7.005435305,1.966264959,0.489682252,0.720435884
12.19249056,2.574465339,0.223560148,0.691558697
9.194618026,2.182780927,0.589422158,0.791769017
17.59553363,2.715534181,-0.049748199,0.40003319
12.02411299,2.185391132,0.222294166,0.531074074
14.30727316,2.231386808,0.257428037,0.593670767
7.63040142,2.045015516,0.63410989,0.797482002
15.49623814,2.669450612,-0.333414122,0.391688044
8.161918993,2.193543916,0.621144037,0.796404034
5.61030406,1.714461879,0.466451871,0.74381599
